latitude,longitude,hhid,wilcah,geometry,distance_to_hospital_km,distance_to_clinic_km
-5.1927233,119.4448386,41306,413,POINT (119.44483860000001 -5.192723299999999),1.234308795849644,0.6103727220243037
-5.1869589,119.5525374,41405,414,POINT (119.55253740000002 -5.186958899999999),8.278941134154458,7.379425234518455
-5.1868302,119.551924,41408,414,POINT (119.551924 -5.186830199999999),8.222302037599091,7.315880811939246
-5.1857963,119.5583342,41404,414,POINT (119.55833420000002 -5.1857963),8.637512233943488,8.037582277317211
-5.12872,119.4345633,42101,421,POINT (119.4345633 -5.128719999999999),0.7542844764584968,0.7600147063108861
-5.1286971,119.4345675,42104,421,POINT (119.43456750000001 -5.1286971),0.7567568718382456,0.7624238829679144
-5.128713,119.4346965,42108,421,POINT (119.43469649999999 -5.128713),0.7621590122675103,0.7578720832810766
-5.0561091,119.5593872,41504,415,POINT (119.5593872 -5.0561091),0.8397341735490782,4.364207227968414
-5.0561218,119.5594971,41503,415,POINT (119.55949710000002 -5.0561218),0.8430263736949172,4.373294813201587
-1.0675052,98.9248487,3503,35,POINT (98.9248487 -1.0675052),66.93412830769148,169.7633301160153
-1.0671167,98.9249117,3509,35,POINT (98.9249117 -1.0671167),66.96867792961164,169.75299602785861
-1.0673819,98.9248821,3510,35,POINT (98.9248821 -1.0673819),66.9443744441555,169.75856136556752
3.4279023,98.492056,2303,23,POINT (98.49205599999999 3.4279023000000004),13.086083192521485,17.429723390393256
-1.0662425,98.9244678,3502,35,POINT (98.9244678 -1.0662424999999998),67.07778052682504,169.79478567754825
-1.067283,98.9249855,3504,35,POINT (98.9249855 -1.0672829999999995),66.94849294872247,169.74623441702744
-1.0674341,98.9242872,3506,35,POINT (98.9242872 -1.0674341),66.9711630800848,169.8250364454272
-1.0682351,98.9243249,3507,35,POINT (98.9243249 -1.0682350999999999),66.89100532653266,169.82777049334817
-5.4692187,119.6840728,41109,411,POINT (119.68407279999998 -5.469218700000001),13.903502692004045,29.126893622792423
-5.4680647,119.6814545,41106,411,POINT (119.6814545 -5.468064699999999),13.99815557125058,28.81855416054952
-5.46827,119.6821255,41105,411,POINT (119.68212550000001 -5.46827),13.983319342422908,28.891241607516573
-5.4685644,119.6825442,41107,411,POINT (119.68254419999997 -5.4685644),13.95579814128067,28.94820789017937
-5.4690929,119.6824696,41101,411,POINT (119.68246960000002 -5.469092900000001),13.896136600775401,28.978625129996196
-5.4684267,119.6827655,41110,411,POINT (119.68276549999999 -5.468426700000001),13.973906388459337,28.957872154706617
-5.4865377,119.7158341,41210,412,POINT (119.7158341 -5.4865376999999995),12.981209067996097,33.106776735325134
-5.4880901,119.7161118,41209,412,POINT (119.71611179999998 -5.488090099999998),12.835619057777699,33.23680106141346
-5.4877227,119.7161802,41206,412,POINT (119.71618019999998 -5.487722699999999),12.876173058837118,33.21784211291845
-6.1347529,106.8168338,16407,164,POINT (106.8168338 -6.1347529),0.8415896088176588,0.10133888388173296
-6.1343853,106.8159993,16409,164,POINT (106.8159993 -6.134385299999999),0.9357857503166779,0.0910356239304396
-6.1365411,106.8170141,16408,164,POINT (106.8170141 -6.136541099999999),0.84341356268751,0.24422440615191404
0.6347247,109.5807562,31902,319,POINT (109.5807562 0.6347247),75.58138179638347,44.41595280737326
0.6347349,109.5811596,31903,319,POINT (109.58115959999999 0.6347349),75.62282945850897,44.44428212438746
0.6347431,109.5816538,31901,319,POINT (109.5816538 0.6347430999999999),75.67341653310054,44.4786469776305
-5.4863701,119.715729,41201,412,POINT (119.715729 -5.4863701),12.993575913244905,33.08611185648046
-5.4860354,119.7158085,41203,412,POINT (119.71580849999998 -5.4860354),13.031377683130177,33.07049212360417
-5.4858412,119.7157895,41204,412,POINT (119.71578950000001 -5.485841199999999),13.050377116069619,33.05567163133636
1.1371812,127.47013,45708,457,POINT (127.47012999999997 1.1371811999999997),0.9162131708014214,36.990894338076714
1.1374444,127.4700264,45702,457,POINT (127.47002640000001 1.1374444),0.936810719279579,37.01628268537492
1.1375778,127.4697732,45710,457,POINT (127.46977319999999 1.1375777999999999),0.9683937156157104,37.02346618152485
1.1365186,127.4700971,45707,457,POINT (127.47009709999999 1.1365186),0.8989371602824303,36.918637368248994
0.6345731,109.5812167,31904,319,POINT (109.5812167 0.6345731),75.62127243275185,44.43391233430105
0.6329973,109.5840152,31905,319,POINT (109.58401519999998 0.6329972999999999),75.83452981218187,44.48698018863354
-7.7177969,112.216839,25208,252,POINT (112.216839 -7.717796899999998),4.906264818534263,22.593908125966877
-1.116655,98.9958817,3403,34,POINT (98.99588169999998 -1.1166550000000002),58.490347328628246,162.416551013284
-1.1162385,98.9947757,3405,34,POINT (98.9947757 -1.1162385000000001),58.58375148885676,162.53355722274736
-7.3496725,108.2887689,20010,200,POINT (108.28876890000001 -7.349672499999997),7.2772294222148,10.292628913884055
-7.3687141,108.5612251,22104,221,POINT (108.56122509999999 -7.368714100000002),11.458163137498145,21.48388151737073
-7.3684001,108.5611034,22103,221,POINT (108.56110339999998 -7.368400099999997),11.482174731300141,21.5184139816963
-8.1439203,112.0086481,25007,250,POINT (112.0086481 -8.143920300000001),8.706763388022035,5.41475248398767
-8.1446258,112.0081887,25006,250,POINT (112.0081887 -8.1446258),8.778561564082766,5.321192178232976
-8.1439544,112.0085939,25005,250,POINT (112.0085939 -8.1439544),8.713638268093952,5.407924303353498
-8.0986374,112.1784688,27705,277,POINT (112.17846879999999 -8.098637399999998),0.7123113482943704,1.1995742233655409
-8.0980317,112.1786296,27706,277,POINT (112.17862959999998 -8.098031699999998),0.7452885014492089,1.1538374130658557
-8.0989738,112.1787796,27707,277,POINT (112.1787796 -8.098973800000001),0.7405519654742793,1.2502346188116
-1.6181967,103.6310133,7901,79,POINT (103.6310133 -1.6181967),5.547835382137735,1.6377953574743347
-1.6186102,103.6306006,7904,79,POINT (103.6306006 -1.6186101999999998),5.514258111871837,1.646074954869737
-1.6188753,103.6314511,7908,79,POINT (103.63145110000002 -1.6188753000000005),5.613282026184428,1.7272418300116819
-5.2809075,104.7116238,12104,121,POINT (104.7116238 -5.280907499999999),40.568607189291036,12.432315206669886
-5.2818645,104.710753,12101,121,POINT (104.710753 -5.281864500000002),40.6944564502236,12.404827345623454
-5.2802933,104.711565,12110,121,POINT (104.71156499999998 -5.2802933),40.503100438757606,12.491443710398215
-5.2811715,104.7110202,12102,121,POINT (104.71102019999998 -5.281171500000001),40.61230251870106,12.448787083825476
-1.6183487,103.6309041,7903,79,POINT (103.6309041 -1.6183486999999999),5.5400231036129775,1.643464681147859
-1.6184701,103.6312545,7907,79,POINT (103.6312545 -1.6184700999999995),5.581127498002876,1.6783517878972156
-1.6200028,103.6298114,7910,79,POINT (103.62981139999998 -1.6200028),5.469666515065557,1.725833073208622
-8.0980555,112.1785687,27702,277,POINT (112.17856869999999 -8.098055499999997),0.7380393774688149,1.1520285405873096
-8.0980067,112.1784658,27703,277,POINT (112.1784658 -8.0980067),0.7285241533254796,1.1409006852607
-8.0982483,112.1770401,27704,277,POINT (112.1770401 -8.0982483),0.5688363885081598,1.08081199622895
-8.1252556,112.5643289,25504,255,POINT (112.56432889999999 -8.125255599999997),13.585490975860571,11.42663995028834
-8.127154,112.5653998,25508,255,POINT (112.56539979999998 -8.127154),13.654313242874549,11.438422748792346
-8.1275132,112.5652367,25509,255,POINT (112.5652367 -8.127513200000001),13.695994906158397,11.475486891537628
-8.1276534,112.565525,25501,255,POINT (112.56552499999998 -8.127653400000002),13.685134355106156,11.457025091274335
-2.4543523,102.322555,6901,69,POINT (102.32255499999998 -2.454352299999999),106.05548571924537,100.69044667303207
-2.4523206,102.323493,6902,69,POINT (102.32349299999998 -2.4523206000000006),106.16354007114587,100.89979624226245
-2.4530489,102.3237031,6909,69,POINT (102.3237031 -2.4530489),106.08604764381163,100.81616586104998
-1.0674256,98.9251038,3508,35,POINT (98.92510379999999 -1.0674256),66.92823983824395,169.73433196487593
-1.55351,99.0211733,3301,33,POINT (99.02117329999999 -1.5535099999999995),21.962382476795646,172.2069601337859
-1.5546664,99.0206253,3305,33,POINT (99.0206253 -1.5546663999999997),21.995753738410937,172.31343722210886
-1.5571048,99.0196245,3303,33,POINT (99.0196245 -1.5571047999999998),22.05205667515627,172.5222826790094
-1.116617,98.9960963,3401,34,POINT (98.99609629999999 -1.116617),58.48427611119024,162.3923344099046
-1.1166229,98.9942451,3406,34,POINT (98.99424509999999 -1.1166228999999999),58.569515563527226,162.59712895882723
-1.0660857,98.9237881,3501,35,POINT (98.92378809999998 -1.0660856999999997),67.12949031994825,169.86889285072377
-1.0674057,98.9250264,3505,35,POINT (98.9250264 -1.0674057000000001),66.93432542287498,169.74275093321654
-6.14806,106.7887217,15803,158,POINT (106.7887217 -6.148060000000001),1.2112104357181945,0.7636761694537757
-6.1483351,106.7986071,15402,154,POINT (106.7986071 -6.1483351),1.032704260898002,0.16271624897089257
-6.1481898,106.7985197,15401,154,POINT (106.7985197 -6.148189799999999),1.0484467138501534,0.14918895379621935
-6.1482275,106.7985189,15403,154,POINT (106.79851889999999 -6.148227500000001),1.046713149909209,0.15004784533077523
-6.1472151,106.7898938,15804,158,POINT (106.7898938 -6.1472150999999995),1.1965398132844556,0.6645104074002016
-6.1472263,106.7903841,15806,158,POINT (106.7903841 -6.147226299999999),1.2293252403200177,0.6138397620189664
-2.4523571,115.1956985,34605,346,POINT (115.1956985 -2.4523570999999995),7.639162764883767,3.381788266693737
-2.4517181,115.1955217,34606,346,POINT (115.1955217 -2.451718099999999),7.62035019107592,3.412953065055764
-6.2008644,106.7969222,15508,155,POINT (106.79692219999998 -6.2008643999999995),0.42728714824553016,0.7122934103293626
-6.1999585,106.7949502,15503,155,POINT (106.79495019999999 -6.1999585),0.3921032525557162,0.9360173915038205
-6.200847,106.7968073,15504,155,POINT (106.79680729999998 -6.200847),0.4387304625499865,0.7250531450189844
-6.1347152,106.8169284,16403,164,POINT (106.81692839999998 -6.134715199999999),0.8311161890601275,0.09001782961271285
-6.1365914,106.8170256,16406,164,POINT (106.8170256 -6.1365914),0.8413645621811626,0.24919405349259005
-6.1365527,106.8171058,16402,164,POINT (106.8171058 -6.1365527),0.8337731613166784,0.24248681589563986
-6.1512499,106.8026403,16004,160,POINT (106.80264029999998 -6.1512499),0.4993568410437765,0.23506953932650626
-6.1513824,106.8028294,16005,160,POINT (106.8028294 -6.151382400000002),0.4756637869903184,0.26035494022188427
-6.157479,106.8220497,15607,156,POINT (106.82204969999998 -6.1574789999999995),0.8991759791066505,0.3500573949979014
-6.1573737,106.8220108,15608,156,POINT (106.82201079999999 -6.1573737),0.890980781766459,0.3402075676607718
-6.1573017,106.8218459,15609,156,POINT (106.82184589999999 -6.1573017),0.8931946272703758,0.3269193145033084
-1.6572238,103.3212978,7104,71,POINT (103.32129779999998 -1.6572238),29.62762275180734,33.91834775416309
-2.4523659,115.195227,34604,346,POINT (115.19522699999999 -2.4523659),7.684939420804762,3.4334981652681464
-8.1243539,112.5655898,25507,255,POINT (112.5655898 -8.124353899999997),13.414588215978679,11.254030241775837
-8.1439222,112.0083934,25009,250,POINT (112.0083934 -8.1439222),8.734011086958466,5.396277554906954
-8.1453911,112.0084723,25010,250,POINT (112.00847229999998 -8.145391100000001),8.773876094329154,5.2768261175112965
-8.1446283,112.0081719,25008,250,POINT (112.00817189999998 -8.1446283),8.780432618692084,5.319764476857262
-7.7176195,112.2168919,25209,252,POINT (112.2168919 -7.717619499999999),4.885597330640838,22.587339167071995
0.6324522,109.5846435,31906,319,POINT (109.5846435 0.6324522),75.87395229422769,44.48255716090728
0.6328015,109.5842107,31907,319,POINT (109.5842107 0.6328015000000001),75.84560681447569,44.483291786260224
0.631792,109.5853224,31908,319,POINT (109.5853224 0.631792),75.91346072789666,44.47178216328695
0.6329408,109.5839944,31909,319,POINT (109.58399439999998 0.6329408),75.8298657221183,44.48060350131273
0.6329258,109.5839909,31910,319,POINT (109.5839909 0.6329257999999999),75.82883334554575,44.479049648342915
-0.8127768,103.4627891,7406,74,POINT (103.46278909999998 -0.8127768),2.0505793233906124,90.15912640519772
0.6593487,109.7194527,32101,321,POINT (109.71945269999999 0.6593487000000001),90.8723048804564,40.49206565918879
0.6593823,109.7194245,32102,321,POINT (109.7194245 0.6593823),90.87077371551986,40.49694895200952
0.6591242,109.7194739,32104,321,POINT (109.7194739 0.6591241999999999),90.86524734475458,40.4714265749036
0.6598997,109.7190112,32103,321,POINT (109.71901119999998 0.6598997),90.8493908204665,40.57064444938536
-0.9385498,136.0092361,48403,484,POINT (136.0092361 -0.9385498),149.39766142766152,28.62323808828949
-0.9438789,136.0078877,48406,484,POINT (136.0078877 -0.9438788999999999),148.88527004867217,28.10200176263249
-0.9435176,136.0080222,48408,484,POINT (136.0080222 -0.9435175999999998),148.91842317472765,28.135768064573465
-2.6314499,115.0809527,34402,344,POINT (115.0809527 -2.6314499),4.230491034384362,2.9438371261308007
-8.098777,112.178153,27709,277,POINT (112.178153 -8.098777),0.6749083506832768,1.1938786979334062
-1.6182825,103.630994,7906,79,POINT (103.63099399999999 -1.6182824999999998),5.547997008334163,1.6439027291955617
-2.6308839,115.0812859,34401,344,POINT (115.08128589999997 -2.6308839),4.201805215977935,2.900726499850514
-1.0061935,134.7981381,48806,488,POINT (134.7981381 -1.0061935),141.0830462840215,144.5939351168921
-2.4521582,115.1952502,34608,346,POINT (115.19525019999998 -2.4521582),7.671062107669988,3.4345585791529176
-2.6311057,115.0808006,34410,344,POINT (115.08080060000002 -2.6311056999999995),4.252073869783494,2.9567853154861017
-2.6306181,115.0811225,34408,344,POINT (115.08112249999999 -2.6306181),4.2239484781167,2.916399731407595
-2.63099,115.0812027,34409,344,POINT (115.08120269999999 -2.63099),4.209388644348868,2.911015271157161
-2.2451972,115.2920252,34708,347,POINT (115.29202519999997 -2.2451972),8.604089887563338,8.8890472037091
-2.2365696,115.3041341,34710,347,POINT (115.30413410000001 -2.2365696),9.873146387317757,8.844285828614602
-2.240441,115.2982269,34709,347,POINT (115.29822689999999 -2.2404409999999997),9.275143485006769,8.796326329292924
-2.4525592,115.1955196,34607,346,POINT (115.19551959999998 -2.452559199999999),7.667752615885935,3.3980583144120233
-2.4521456,115.1952034,34609,346,POINT (115.1952034 -2.4521456),7.674863330892661,3.439925545860958
-0.9378424,136.0093103,48401,484,POINT (136.00931029999998 -0.9378424000000002),149.46950763018742,28.69611077681013
-0.9417205,136.0103304,48404,484,POINT (136.0103304 -0.9417204999999998),149.0242270674864,28.250022478634314
-0.9465176,136.0072266,48410,484,POINT (136.00722659999997 -0.9465176),148.63159975183325,27.845052722369
-0.9458067,136.0071117,48409,484,POINT (136.00711169999997 -0.9458066999999998),148.71058079916915,27.924268919826094
-0.9371387,136.0087391,48402,484,POINT (136.00873909999999 -0.9371387000000001),149.5642159194895,28.78966397116019
-0.9425563,136.0095418,48405,484,POINT (136.0095418 -0.9425563000000001),148.9646471865475,28.18703486960597
-2.6302877,115.0808537,34403,344,POINT (115.08085370000002 -2.6302877),4.258938117744911,2.9436363137306376
0.6593635,109.7196541,32106,321,POINT (109.71965409999999 0.6593634999999999),90.89374176962994,40.47889395666381
0.658808,109.7193663,32107,321,POINT (109.71936629999999 0.6588080000000001),90.84109987533294,40.452230526461825
0.6591543,109.7194114,32108,321,POINT (109.7194114 0.6591543),90.86002353513176,40.47847162541785
0.658471,109.7191357,32109,321,POINT (109.7191357 0.6584710000000001),90.80338202987959,40.44012939930181
0.6601973,109.7204894,32110,321,POINT (109.7204894 0.6601973),91.01449643306941,40.49030962077203
-1.1168576,98.9923955,3408,34,POINT (98.9923955 -1.1168576000000001),58.632172707873266,162.80466328188433
-1.1162066,98.9946065,3410,34,POINT (98.99460649999999 -1.1162066),58.59483400630598,162.55186367735217
3.1051674,99.5548026,2704,27,POINT (99.5548026 3.1051673999999996),12.725138514131425,10.8679302555266
3.105475,99.55396,2705,27,POINT (99.55396 3.1054749999999998),12.71164880581687,10.845274473360929
3.1051871,99.5560302,2710,27,POINT (99.55603019999998 3.1051871),12.695051773585202,10.85061809080551
3.2133927,99.5715195,2605,26,POINT (99.57151949999998 3.2133927),0.8894612293062933,1.402785800886636
3.2143386,99.5733826,2607,26,POINT (99.5733826 3.2143386000000005),0.6569609341749061,1.592238152960597
3.2138645,99.572875,2610,26,POINT (99.572875 3.2138645000000006),0.7306699209127279,1.5183466431666255
-1.1165119,98.9959535,3402,34,POINT (98.9959535 -1.1165119000000001),58.501521332535255,162.40678602187174
-1.1156383,98.9956121,3404,34,POINT (98.9956121 -1.1156383),58.60578780038073,162.43343604680967
-1.1159851,98.9953534,3407,34,POINT (98.99535339999998 -1.1159851000000005),58.582629636540695,162.46644774727233
-1.1153176,98.9935632,3409,34,POINT (98.9935632 -1.1153176),58.733273130261004,162.65598064603483
-8.1273232,112.5668188,25506,255,POINT (112.56681879999998 -8.1273232),13.558912479216344,11.315969270695724
-8.1270402,112.5660713,25503,255,POINT (112.56607130000002 -8.1270402),13.593273168184158,11.368568984663177
-8.1272929,112.5666657,25502,255,POINT (112.5666657 -8.1272929),13.56816562836433,11.328399482132408
-8.0971707,112.177038,27710,277,POINT (112.17703799999998 -8.097170699999998),0.6170280030305625,0.9750574433786041
-5.2389169,103.9610985,13001,130,POINT (103.96109849999999 -5.2389169),98.8785755747066,1.9760150957263085
-5.2393533,103.9614867,13005,130,POINT (103.96148669999998 -5.239353299999999),98.85535922811385,2.0327100591279943
-5.2394475,103.9613819,13007,130,POINT (103.96138189999999 -5.2394475),98.86999315409098,2.0252441512753983
-5.2399413,103.9612386,13010,130,POINT (103.96123859999999 -5.2399413),98.90442793809486,2.029705993469802
0.6600351,109.7191619,32105,321,POINT (109.7191619 0.6600350999999999),90.87056203588332,40.57138236580937
-8.1252554,112.5643057,25505,255,POINT (112.56430569999999 -8.125255400000002),13.587300250833911,11.428834349134803
-8.1268627,112.5658906,25510,255,POINT (112.56589059999999 -8.126862699999998),13.592813724217935,11.374745405848758
3.4273422,98.491548,2304,23,POINT (98.49154799999998 3.4273422),13.16486032647557,17.512206175932388
1.8398445,127.648547,45603,456,POINT (127.64854700000001 1.8398444999999994),40.816698034106615,80.77247432931226
-2.2385764,115.3011065,34705,347,POINT (115.30110650000002 -2.2385764),9.560829689516046,8.812993152203275
-2.6318522,115.0806614,34404,344,POINT (115.08066139999998 -2.6318522),4.257555439055581,2.981211679575108
-2.6309812,115.0810848,34405,344,POINT (115.08108479999999 -2.6309811999999995),4.222526896645183,2.9239949586518463
-2.6310091,115.0811838,34406,344,POINT (115.08118379999998 -2.6310090999999995),4.211190824151768,2.913306576982103
-2.2453198,115.2920533,34701,347,POINT (115.29205329999999 -2.2453197999999994),8.591294705065595,8.902537559625687
-2.2451417,115.2926817,34702,347,POINT (115.2926817 -2.2451416999999996),8.624557775604528,8.918846733983303
-2.2405959,115.2981678,34703,347,POINT (115.29816779999999 -2.2405959000000006),9.25678287037805,8.806913382445277
1.1383818,127.4700684,45704,457,POINT (127.47006840000002 1.1383817999999999),0.973396283231727,37.11839972385175
-2.2406736,115.2981197,34707,347,POINT (115.2981197 -2.2406736),9.247053011726123,8.811083545775865
3.428362,98.4910397,2301,23,POINT (98.4910397 3.4283619999999995),13.16397245400548,17.491388519692567
3.427431,98.4921464,2302,23,POINT (98.49214639999998 3.4274309999999995),13.101077522538278,17.452570658305063
3.4245503,98.4912761,2310,23,POINT (98.4912761 3.4245503),13.336371486907291,17.72160794498842
-5.2806267,104.7116612,12109,121,POINT (104.71166119999998 -5.2806267),40.537072572187846,12.455085528626798
-5.2390601,103.9612253,13002,130,POINT (103.9612253 -5.2390601000000006),98.87101403951999,1.9945003290955543
-5.2389167,103.9610883,13003,130,POINT (103.96108829999999 -5.2389167),98.87963020777492,1.9749309699044848
-5.2389478,103.9602497,13008,130,POINT (103.9602497 -5.238947799999999),98.96821625224209,1.8877703336310547
-5.2400182,103.9609002,13009,130,POINT (103.9609002 -5.240018200000001),98.94270404934201,1.9978804038827378
-2.244906,115.2919016,34706,347,POINT (115.2919016 -2.244906),8.63328590386295,8.853978336629138
3.1051484,99.5559468,2707,27,POINT (99.55594679999999 3.1051483999999996),12.701132540865219,10.855882634384207
-7.3678919,108.5612252,22101,221,POINT (108.5612252 -7.367891900000001),11.487600508778058,21.549337611569264
0.5564933,122.8885033,39903,399,POINT (122.88850329999997 0.5564932999999997),22.99018130004789,19.41076186721371
0.556472,122.8884707,39902,399,POINT (122.8884707 0.5564719999999999),22.993900893505625,19.414125555770884
0.5551529,122.8896377,39901,399,POINT (122.8896377 0.5551528999999998),22.870387217769334,19.270159981655258
0.4556723,121.9366721,40204,402,POINT (121.9366721 0.4556723),129.49893091179635,125.60159324017906
0.4556469,121.9366935,40201,402,POINT (121.93669349999999 0.4556469),129.49682399908096,125.59942480315073
0.4566019,121.937309,40202,402,POINT (121.937309 0.4566019),129.4186871146045,125.52333429709755
0.4580267,121.9371933,40203,402,POINT (121.93719330000002 0.4580267000000001),129.41687166416745,125.52477317057917
0.4672317,121.951845,40401,404,POINT (121.95184499999999 0.4672317),127.70173552192627,123.82816581468806
0.4961625,121.8305725,40303,403,POINT (121.83057250000002 0.4961625000000002),127.27545911691668,137.1550404115947
0.4963964,121.8305138,40304,403,POINT (121.8305138 0.4963964),127.25741099444937,137.16068068591807
0.4958614,121.8296109,40301,403,POINT (121.82961090000002 0.4958614),127.19692969838727,137.26317489279975
0.5497667,123.0668433,40808,408,POINT (123.0668433 0.5497666999999999),3.5306499784979937,1.3775788472330197
0.5528728,123.0326086,40906,409,POINT (123.0326086 0.5528728),7.052901178366661,3.639896826865357
0.553039,123.0297886,40908,409,POINT (123.02978859999999 0.5530389999999996),7.358347636808375,3.9315153817737607
0.6236503,122.9052892,40107,401,POINT (122.90528919999998 0.6236502999999999),22.103384214727008,19.85239796314943
0.6239917,122.9055183,40108,401,POINT (122.90551829999997 0.6239917),22.09037818529517,19.84821681036971
0.6241217,122.9052283,40105,401,POINT (122.90522829999999 0.6241217),22.12551260130489,19.883484236413228
0.6233737,122.9052124,40106,401,POINT (122.90521240000001 0.6233737000000001),22.10241453254994,19.845212563785307
0.6305196,122.9756153,40005,400,POINT (122.97561529999997 0.6305196),15.167560541945495,14.052767942237038
0.6301742,122.9768173,40006,400,POINT (122.9768173 0.6301742),15.031881981139295,13.933400066185948
0.6302383,122.9765617,40007,400,POINT (122.9765617 0.6302382999999999),15.060223194722182,13.957990123283846
0.5565017,122.88855,39904,399,POINT (122.88855000000001 0.5565017),22.98494992918531,19.405688334725987
-7.3678914,108.5613922,22106,221,POINT (108.5613922 -7.367891400000001),11.470024369346751,21.53629770686641
-7.3679781,108.561506,22109,221,POINT (108.56150599999998 -7.3679781),11.45489198917145,21.52046987797597
0.625698,122.9021978,40101,401,POINT (122.90219780000001 0.6256979999999999),22.500028870251572,20.263668499177523
0.6271185,122.8996186,40102,401,POINT (122.89961859999997 0.6271185),22.821600126660428,20.591451784334676
0.6269554,122.9008132,40103,401,POINT (122.90081319999999 0.6269554),22.689425313631087,20.46610931982368
0.6273804,122.8975306,40104,401,POINT (122.89753060000001 0.6273804),23.051898356991067,20.80957109236667
0.5492667,123.06623,40807,408,POINT (123.06623 0.5492667),3.6170799044314736,1.3000283116236828
0.5501125,123.0663377,40805,408,POINT (123.0663377 0.5501124999999999),3.5628672313563876,1.3921901578495615
0.4974099,121.82986,40302,403,POINT (121.82986000000001 0.4974098999999999),127.1400246813454,137.22962025725715
-5.2810542,104.7120224,12106,121,POINT (104.71202239999998 -5.2810542),40.57480759340761,12.392756986901322
-5.2797006,104.7118667,12108,121,POINT (104.71186669999999 -5.279700600000001),40.43104483197572,12.525073404987557
-5.238737,103.9607358,13004,130,POINT (103.9607358 -5.2387369999999995),98.90927121708023,1.9313602832681322
-7.2259145,107.9344018,19802,198,POINT (107.9344018 -7.225914499999997),1.688149483274402,14.186959452094019
-7.2258572,107.9346351,19809,198,POINT (107.93463509999998 -7.225857199999999),1.7072843829980513,14.213564714827728
-7.2263122,107.9346305,19806,198,POINT (107.93463049999998 -7.2263122000000015),1.7330321330521,14.19573335112791
-2.6310652,115.0806326,34407,344,POINT (115.08063259999999 -2.6310651999999997),4.271201786850682,2.9749811782168294
-2.247565,115.2935567,34704,347,POINT (115.29355670000001 -2.247565),8.381034952210483,9.202283217693466
-2.4102327,115.2612804,34507,345,POINT (115.26128039999999 -2.4102327),1.0884841708054922,6.456752964849337
-2.4526793,115.195431,34610,346,POINT (115.19543100000001 -2.4526793),7.683050331101342,3.405864408449038
-7.3446417,110.4984707,24409,244,POINT (110.49847069999998 -7.344641700000001),1.5950962301071963,1.5204723113360563
-7.3435675,110.5003991,24410,244,POINT (110.50039909999998 -7.343567500000002),1.543384984545092,1.4049990214225512
-7.3437562,110.5004487,24402,244,POINT (110.50044869999999 -7.3437562),1.5651107465719065,1.426626520925372
-7.3437624,110.4993223,24403,244,POINT (110.49932229999999 -7.343762399999998),1.5242211417562614,1.4200609571722806
3.1053068,99.5542144,2703,27,POINT (99.55421439999999 3.1053067999999993),12.723842357529419,10.860356929238526
3.1052818,99.5551271,2709,27,POINT (99.55512709999999 3.1052817999999998),12.705139976660494,10.85109531004449
3.6222736,98.6726289,3005,30,POINT (98.67262889999999 3.6222735999999998),1.3215056031612435,0.2755566262094731
3.4987728,98.7676104,2101,21,POINT (98.7676104 3.4987728),4.200390026373149,10.068916310983607
3.4984642,98.7670407,2105,21,POINT (98.7670407 3.4984642000000004),4.2694838519235185,10.03967089042134
3.6219196,98.6727397,3007,30,POINT (98.6727397 3.6219196),1.3628686930794,0.29447061029859317
3.6222841,98.6729648,3003,30,POINT (98.6729648 3.622284099999999),1.332556625146961,0.31265516808782856
3.6222737,98.6729789,3004,30,POINT (98.67297889999999 3.6222737),1.334179178375662,0.3143242961947397
3.8587306,98.4862836,2204,22,POINT (98.4862836 3.8587306000000003),8.36112642898858,12.557454777282093
3.8587304,98.4861779,2205,22,POINT (98.48617789999999 3.8587304),8.351681333802265,12.564484648139258
-1.5539375,99.0208811,3302,33,POINT (99.02088109999998 -1.5539375),21.984380784060978,172.25549957034556
-1.5541899,99.0206922,3306,33,POINT (99.0206922 -1.5541899),21.99921479758901,172.2858389998551
-1.5541814,99.0204311,3307,33,POINT (99.0204311 -1.5541814),22.02786352745707,172.3122236335994
0.5501483,123.066345,40806,408,POINT (123.066345 0.5501483),3.560338034507991,1.3962065511362471
-1.3754458,102.1671415,7610,76,POINT (102.16714149999999 -1.3754458),9.596449752482203,90.02910248170782
-2.4526588,102.3236066,6904,69,POINT (102.32360659999999 -2.4526588),106.12641819801206,100.86070976999989
3.8579511,98.486567,2202,22,POINT (98.486567 3.8579511),8.438353688874738,12.46893353511439
3.8579055,98.4868869,2203,22,POINT (98.48688689999999 3.857905499999999),8.469926350214106,12.443510375281372
3.856535,98.4861099,2209,22,POINT (98.4861099 3.8565350000000005),8.493772398749147,12.3738741727481
3.8565599,98.4866336,2208,22,POINT (98.4866336 3.8565599000000006),8.538163055389392,12.340660536517438
-6.1514096,106.8028165,16001,160,POINT (106.8028165 -6.1514096),0.4764749178015418,0.26035006787779796
-7.2258748,107.9344861,19805,198,POINT (107.9344861 -7.2258748000000015),1.6939582967546412,14.197300950522227
3.4988704,98.7675406,2103,21,POINT (98.76754059999999 3.4988704000000004),4.198120227706671,10.056132171780781
3.4983616,98.7679119,2104,21,POINT (98.7679119 3.4983615999999995),4.20983336531072,10.123449744700418
3.4986281,98.7682417,2110,21,POINT (98.76824169999999 3.498628099999999),4.1629689420745795,10.134583665162957
3.4988005,98.7677055,2109,21,POINT (98.7677055 3.4988004999999998),4.190758759637215,10.075451891667324
3.4280166,98.4919052,2305,23,POINT (98.49190519999999 3.4280166),13.095267882093776,17.435812030800015
