latitude,longitude,hhid,wilcah,geometry,distance_to_hospital_km,distance_to_clinic_km
0.7625318,127.3710715,46302,463,POINT (127.37107149999999 0.7625317999999999),3.1626305329389046,2.7157710388158955
0.7636995,127.369693,46303,463,POINT (127.369693 0.7636995000000001),3.1404449812742037,2.6914423776823084
0.7731006,127.3755764,46405,464,POINT (127.37557639999997 0.7731006),1.9100792294859699,1.460817194264925
0.7730058,127.3755245,46402,464,POINT (127.3755245 0.7730058),1.9219484220913634,1.4726811829119912
0.7729521,127.3750789,46403,464,POINT (127.37507889999998 0.7729521),1.9575806390475814,1.5084929010327028
0.7729398,127.375781,46404,464,POINT (127.375781 0.7729398),1.910302174027392,1.461026964321217
0.8077473,127.3751236,46102,461,POINT (127.37512359999998 0.8077472999999998),2.5092149132269763,1.4472941527628107
0.8084364,127.3750841,46103,461,POINT (127.3750841 0.8084363999999999),2.5767223072788337,1.4035384922643936
0.8076391,127.3752279,46104,461,POINT (127.3752279 0.8076390999999999),2.4928349346661602,1.4460205301049838
0.8074604,127.3751132,46105,461,POINT (127.3751132 0.8074604000000001),2.4828800356649174,1.4685957279484985
0.7619995,127.3706387,46305,463,POINT (127.3706387 0.7619994999999999),3.2384507509522713,2.791440202491292
0.7620282,127.3701863,46304,463,POINT (127.3701863 0.7620282),3.262950749334931,2.8153257971132932
0.5719595,123.0919245,40609,406,POINT (123.09192450000002 0.5719594999999998),0.8806033372808388,2.426613592293566
-8.4355436,115.1303479,28504,285,POINT (115.13034789999999 -8.435543600000003),9.405621906361787,9.993685562891415
-8.4358563,115.1257032,28505,285,POINT (115.12570320000002 -8.4358563),9.71882193294447,9.96167899851121
-8.4347867,115.1261556,28507,285,POINT (115.12615560000002 -8.4347867),9.774666913465119,10.080515824804856
-8.4346508,115.1260319,28510,285,POINT (115.1260319 -8.434650799999998),9.795245979719196,10.096180891935623
0.772606,127.3750858,46408,464,POINT (127.37508580000001 0.7726060000000001),1.9871386292965556,1.5379057687496698
-8.4356751,115.1303233,28501,285,POINT (115.13032330000001 -8.4356751),9.396018153641718,9.978836062721685
-8.435776,115.1258324,28506,285,POINT (115.1258324 -8.435776),9.715839736884444,9.970260247212739
-8.4343741,115.1260458,28508,285,POINT (115.12604580000001 -8.4343741),9.817524562204207,10.127264438442301
-8.4923437,115.0363803,28601,286,POINT (115.0363803 -8.4923437),10.630626695224377,10.875897370152744
-8.488028,115.0379202,28602,286,POINT (115.03792020000002 -8.488028000000002),10.736925113600599,10.887074836786862
-8.4879637,115.0377436,28603,286,POINT (115.03774360000001 -8.487963699999998),10.757379469725837,10.908013027567375
-6.1527977,106.8542575,15309,153,POINT (106.8542575 -6.152797700000001),0.4889847379779628,0.4017665378634698
-6.1533112,106.8537278,15310,153,POINT (106.8537278 -6.153311199999999),0.5582706749260067,0.3915050915870411
-6.1527773,106.854279,15307,153,POINT (106.854279 -6.152777300000001),0.48626615936058626,0.402490939783029
0.5703511,123.0918149,40610,406,POINT (123.0918149 0.5703510999999999),0.72315542613193,2.4555685804159193
0.7730351,127.3752957,46410,464,POINT (127.37529569999997 0.7730351000000001),1.9352236650922205,1.4860479463096157
0.807796,127.3721069,46109,461,POINT (127.3721069 0.807796),2.707560124705496,1.7176406701948235
0.8084348,127.3748875,46108,461,POINT (127.37488749999999 0.8084347999999999),2.5880432622330423,1.4212488077124943
-4.6068976,136.8662331,48205,482,POINT (136.86623309999996 -4.6068976),10.024275945299191,111.75784453541881
-4.6062366,136.8639428,48204,482,POINT (136.8639428 -4.6062366),10.015077418237949,111.90879081256632
0.7728317,127.3760419,46409,464,POINT (127.37604190000002 0.7728316999999999),1.9025228116910666,1.4533800492525693
-5.433085,105.2647551,13309,133,POINT (105.2647551 -5.433085),2.0146906192233036,0.34694052350749893
-5.4325509,105.264748,13305,133,POINT (105.26474799999998 -5.432550900000001),2.050945381614122,0.3397760793947937
-7.7535221,111.6147357,26801,268,POINT (111.61473569999998 -7.753522099999999),7.205389339719664,7.394641329735509
-7.753537,111.6156377,26802,268,POINT (111.6156377 -7.753536999999999),7.205681376942819,7.459869552317691
-7.7534398,111.6145342,26804,268,POINT (111.6145342 -7.7534398),7.1966457090390055,7.373296912402176
-6.8282613,108.7742135,20304,203,POINT (108.7742135 -6.828261300000001),11.327767863767436,21.503931115813245
-6.8292083,108.7078615,20602,206,POINT (108.70786149999999 -6.829208300000001),7.299975159015539,14.316289900587677
-6.7769358,108.584182,20406,204,POINT (108.58418199999998 -6.7769358),6.221914229061101,3.4849345023672047
-6.1835489,106.8517124,14801,148,POINT (106.8517124 -6.183548899999999),0.23677890876161434,0.6918064944482444
-6.1836655,106.8520877,14802,148,POINT (106.85208769999998 -6.183665499999999),0.27310427736987725,0.7148900974693573
-6.1837681,106.852156,14803,148,POINT (106.85215599999998 -6.1837681),0.2867563741033843,0.7136253543162627
-6.8284116,108.7742348,20306,203,POINT (108.77423480000002 -6.8284116),11.314939680205066,21.502853224631984
-6.8279391,108.7744036,20301,203,POINT (108.7744036 -6.827939099999999),11.36958793252478,21.531981493577636
-6.1533901,106.8537492,15304,153,POINT (106.85374919999998 -6.1533901),0.5581575838781024,0.38344884919145783
-6.1534048,106.8535304,15303,153,POINT (106.8535304 -6.1534048),0.5821409387473491,0.399529988100744
-6.153501,106.8544926,15308,153,POINT (106.8544926 -6.153501),0.4824954583815031,0.32139877842362463
-0.7966797,100.6569198,4101,41,POINT (100.6569198 -0.7966797),1.5015881062275902,1.745857529331772
-0.7972948,100.6575275,4104,41,POINT (100.6575275 -0.7972948000000001),1.4192996678416672,1.7075598444072326
-0.8082433,100.6565167,4106,41,POINT (100.65651669999998 -0.8082432999999999),1.743458769963856,0.6638596135966375
-0.7965983,100.657922,4109,41,POINT (100.657922 -0.7965982999999999),1.3967205919139727,1.7961866755120663
-0.7966546,100.6576333,4110,41,POINT (100.6576333 -0.7966545999999999),1.4258069727556673,1.7777414038520656
0.8077758,127.3751004,46106,461,POINT (127.3751004 0.8077758),2.5132763758137293,1.4472923988746424
-5.4328959,105.264704,13301,133,POINT (105.264704 -5.432895900000001),2.031754383272576,0.337874161296801
-5.4330539,105.2650527,13307,133,POINT (105.2650527 -5.433053900000001),1.9900348998158444,0.37891284364169775
-6.1835584,106.8520732,14810,148,POINT (106.8520732 -6.1835584),0.2631258437912068,0.7213127931609917
-6.1536698,106.8541121,15302,153,POINT (106.8541121 -6.1536697999999985),0.5287004933146164,0.3329823087392173
3.5192762,98.6305833,2810,28,POINT (98.6305833 3.5192762),4.140943350266715,1.327277096706263
3.5194844,98.6323258,2804,28,POINT (98.63232579999999 3.5194844),4.080813257209129,1.5202822365527633
-4.6065161,136.8640869,48203,482,POINT (136.8640869 -4.606516099999999),10.041136877573116,111.91605588227652
-4.606122,136.8640977,48206,482,POINT (136.8640977 -4.606122000000001),9.99827947641227,111.88733802348939
0.8078267,127.3751685,46107,461,POINT (127.37516849999999 0.8078266999999999),2.5140420249626265,1.4378354030224363
3.519989,98.6322851,2805,28,POINT (98.6322851 3.5199889999999994),4.02615208465687,1.515331977138452
-8.4921097,115.036576,28604,286,POINT (115.036576 -8.4921097),10.62497786944499,10.864102801736584
-8.4921072,115.0365922,28607,286,POINT (115.0365922 -8.4921072),10.623560341605424,10.862496741052459
-8.4882253,115.0377162,28605,286,POINT (115.03771620000002 -8.4882253),10.744085183248835,10.899831719224226
3.5194919,98.6306401,2806,28,POINT (98.63064009999998 3.519491899999999),4.116090091389782,1.3326786439854759
-6.8284821,108.7065612,20601,206,POINT (108.70656119999998 -6.8284821),7.174700892096449,14.202672048566761
-6.8284581,108.706634,20607,206,POINT (108.706634 -6.828458099999999),7.183189169904676,14.211210585471202
-6.8283081,108.7742349,20302,203,POINT (108.77423489999998 -6.8283081),11.324669021048063,21.505204113861552
-6.8281111,108.7743414,20307,203,POINT (108.7743414 -6.828111099999999),11.349647323473723,21.521283652299438
-6.8281353,108.7742979,20310,203,POINT (108.7742979 -6.828135299999997),11.344732504533702,21.515991729376662
-6.8294906,108.7080382,20609,206,POINT (108.7080382 -6.8294906),7.313177484012355,14.325745899970785
-6.1767308,106.8487576,15209,152,POINT (106.84875759999998 -6.1767308),0.44075885848012786,0.626620868998164
-6.1768939,106.8485723,15210,152,POINT (106.84857229999999 -6.1768939000000005),0.42270798919307007,0.652451004149571
-6.1759763,106.8487732,15208,152,POINT (106.8487732 -6.175976299999999),0.4414923811476463,0.5523011960742029
-6.1767127,106.8483769,15202,152,POINT (106.84837689999999 -6.1767127),0.3984156983170715,0.6456694357869273
-6.1769076,106.8484398,15203,152,POINT (106.8484398 -6.1769076),0.40839355931029125,0.6609614917402795
-6.1771257,106.848729,15201,152,POINT (106.84872899999999 -6.1771257),0.44456531665387145,0.6674872535846038
-8.488198,115.0377219,28610,286,POINT (115.0377219 -8.488197999999999),10.74520294781831,10.900388638677233
-3.3135257,114.5815778,35303,353,POINT (114.5815778 -3.313525700000001),3.72380218392555,0.556785253549802
-3.3138643,114.5812422,35309,353,POINT (114.58124219999999 -3.313864299999999),3.739378365621926,0.5470401317126282
-3.3138333,114.5819448,35310,353,POINT (114.5819448 -3.3138333),3.6716375377899997,0.5063064441957186
-3.3148225,114.580864,35304,353,POINT (114.58086399999999 -3.3148224999999996),3.7296265557802375,0.49764950290778126
-3.3328627,114.5753067,35207,352,POINT (114.57530669999998 -3.3328627000000006),4.0055959977109605,1.0196423233682115
-3.3333756,114.5753323,35209,352,POINT (114.5753323 -3.3333755999999997),4.008965928162068,1.0510296949418503
-3.3333953,114.5750044,35210,352,POINT (114.5750044 -3.3333953),4.045477445773288,1.0815520667823872
-7.8192262,112.0062496,27503,275,POINT (112.0062496 -7.8192262),0.27789615382301724,6.130491562050325
-7.8191495,112.0063955,27502,275,POINT (112.00639549999998 -7.819149500000001),0.27569467712429335,6.131827833918286
-3.3139196,114.5814684,35302,353,POINT (114.5814684 -3.3139195999999997),3.7141745494909424,0.5270824287896785
-6.1530402,106.8538696,15306,153,POINT (106.8538696 -6.1530402),0.5362665060171558,0.4041804411173541
-5.4326617,105.2646799,13302,133,POINT (105.2646799 -5.432661699999999),2.049523724252374,0.33268207608349465
-5.4327906,105.2647183,13308,133,POINT (105.26471829999998 -5.4327906),2.037474513601504,0.33807811219375755
-3.3138028,114.5813934,35307,353,POINT (114.58139339999998 -3.3138028),3.727581500554514,0.5425316608478798
-3.3145775,114.580745,35308,353,POINT (114.580745 -3.3145775),3.7533918257035093,0.525733249954457
-7.8197155,112.0063066,27501,275,POINT (112.00630659999999 -7.819715499999998),0.33212649344600226,6.18051118015813
-0.002116,109.2894884,32603,326,POINT (109.2894884 -0.002116),20.82477365673388,11.071232497263212
-0.0316356,109.3498593,32703,327,POINT (109.34985930000002 -0.0316356),14.274977952811971,4.753087544971504
-0.0317709,109.3498135,32705,327,POINT (109.3498135 -0.0317709),14.264172771809287,4.739448253851424
-0.0316978,109.3502778,32709,327,POINT (109.35027779999999 -0.0316978),14.246733812598938,4.7366926685777955
-0.0316265,109.349838,32710,327,POINT (109.349838 -0.0316265),14.276998808934556,4.754578603632032
-0.0022182,109.2897332,32601,326,POINT (109.28973319999999 -0.0022182),20.798428436265006,11.044076512685185
-0.0020611,109.2900194,32602,326,POINT (109.2900194 -0.0020611),20.791087790551614,11.034472582175848
-0.002427,109.2895743,32605,326,POINT (109.2895743 -0.002427),20.79224384840592,11.03977088553193
-0.0018731,109.2898278,32604,326,POINT (109.2898278 -0.0018731),20.820847555289568,11.06434316525128
-0.0027048,109.2897083,32606,326,POINT (109.28970829999999 -0.0027048),20.759049425089927,11.007230760528495
-6.1808301,106.8732529,15104,151,POINT (106.87325289999998 -6.180830099999999),0.4401139019983381,0.7750488978698643
-6.1807043,106.873317,15106,151,POINT (106.87331699999999 -6.1807042999999995),0.45542504470394557,0.781067115473724
-6.1807409,106.8736493,15107,151,POINT (106.87364929999998 -6.180740899999998),0.46121271662274366,0.7544982486706961
-6.1767064,106.8483753,15204,152,POINT (106.8483753 -6.176706399999999),0.39815893104795425,0.6451577169745762
-6.1529395,106.8536466,15305,153,POINT (106.8536466 -6.1529395),0.5586613046950292,0.42863581727958266
-6.1768992,106.8483451,15205,152,POINT (106.8483451 -6.176899199999999),0.397841418832751,0.6654226478578339
-6.1531588,106.8542908,15301,153,POINT (106.8542908 -6.153158799999998),0.49333586559855513,0.3657105336409452
-8.5274579,115.2140418,28910,289,POINT (115.21404180000002 -8.527457900000002),4.537234334039737,4.584159820475335
-6.1769011,106.8485571,15207,152,POINT (106.84855709999998 -6.176901099999999),0.4211631246643106,0.6539688195573212
3.5193563,98.6305944,2801,28,POINT (98.6305944 3.5193562999999997),4.131952818845443,1.3281197245124436
3.5193499,98.631803,2808,28,POINT (98.63180299999999 3.519349900000001),4.105866312840448,1.4625867259583858
3.5195639,98.6322259,2807,28,POINT (98.63222589999998 3.5195638999999996),4.07398789668896,1.5089592849829752
3.5192391,98.6300252,2809,28,POINT (98.6300252 3.5192391),4.158745614377656,1.2654342493362734
0.8079485,127.3747676,46101,461,POINT (127.3747676 0.8079484999999998),2.549391452002246,1.4644255649938993
-3.3232464,114.637072,35005,350,POINT (114.63707199999999 -3.3232463999999995),2.966506797317384,1.199015473655067
-3.3216189,114.6341437,35001,350,POINT (114.6341437 -3.3216188999999994),2.701216872550607,0.8425191559191524
-3.3231787,114.6371349,35002,350,POINT (114.63713490000002 -3.3231786999999997),2.9750310286634085,1.1975506191505318
-3.3232765,114.6373421,35008,350,POINT (114.63734209999997 -3.323276499999999),2.9950689418981393,1.2175306753545614
-3.3331402,114.5750491,35201,352,POINT (114.57504909999999 -3.3331401999999994),4.037356941383356,1.0608811384913828
-3.3328711,114.5750653,35202,352,POINT (114.5750653 -3.3328711),4.032425459930596,1.0423561648524269
-3.3333859,114.5747802,35203,352,POINT (114.5747802 -3.3333858999999997),4.070150863808584,1.101150104000232
-4.6067098,136.8681461,48208,482,POINT (136.8681461 -4.606709800000001),9.95656372070078,111.5797248084774
-4.6065424,136.8637596,48201,482,POINT (136.8637596 -4.606542400000001),10.053334672441819,111.94616564149284
-4.6062253,136.863916,48202,482,POINT (136.863916 -4.6062253),10.014626656082998,111.9103083257433
-4.6096158,136.8712255,48210,482,POINT (136.8712255 -4.6096157999999985),10.209046699197316,111.52107647217798
-6.8507764,108.5593403,20501,205,POINT (108.5593403 -6.850776399999999),9.044412672162666,3.3914025679827215
-6.8503961,108.5593661,20504,205,POINT (108.55936610000002 -6.850396099999999),9.034921639051108,3.4121084993488595
-6.8509001,108.559125,20506,205,POINT (108.55912499999998 -6.8509001),9.070278796038775,3.40424506576754
-6.8508649,108.5591263,20510,205,POINT (108.5591263 -6.850864899999999),9.069507623704178,3.406221708740633
-3.3053422,114.6092322,35108,351,POINT (114.60923219999998 -3.3053422),2.6708439859752424,0.4974016325158438
-1.6381684,103.5744115,7705,77,POINT (103.5744115 -1.6381684),3.6406088281293427,6.328207689411264
-1.637668,103.5740272,7704,77,POINT (103.57402720000002 -1.6376679999999995),3.5977358299158126,6.3334276344025255
-1.6366093,103.5463249,7803,78,POINT (103.54632490000002 -1.6366092999999997),5.2452304718339695,9.033753153620427
-1.6370778,103.5464685,7807,78,POINT (103.54646849999999 -1.6370777999999995),5.266517763302042,9.038259977453837
-1.6361619,103.546119,7810,78,POINT (103.546119 -1.6361619),5.231287989763064,9.036889167737916
-8.5274676,115.2107144,28907,289,POINT (115.2107144 -8.527467600000001),4.276839459009022,4.9518726898230945
-8.5267521,115.2143592,28908,289,POINT (115.21435920000002 -8.5267521),4.508956654808044,4.539553879906708
-8.5269677,115.214319,28909,289,POINT (115.21431900000002 -8.526967699999998),4.522077135144372,4.546775083200401
-4.6071934,136.867925,48207,482,POINT (136.86792499999999 -4.6071934),10.014570512845726,111.63298665097399
-4.6080873,136.8675227,48209,482,POINT (136.8675227 -4.608087299999999),10.121679903871614,111.73090371177952
-5.4476532,105.2606135,13102,131,POINT (105.26061350000002 -5.4476532),2.139282977419967,0.8376516695180638
-5.4476755,105.260489,13104,131,POINT (105.26048899999999 -5.4476755),2.1533575384893275,0.850073006021546
-5.4476605,105.2603768,13106,131,POINT (105.2603768 -5.4476605),2.165227439909482,0.8589172512773698
-7.8192266,112.006944,27508,275,POINT (112.006944 -7.8192265999999995),0.31200445050469444,6.171879211255942
-7.8178909,112.0149673,27606,276,POINT (112.01496729999998 -7.817890899999999),1.067726660720036,6.580200139049022
-7.8202698,112.0068034,27509,275,POINT (112.00680339999998 -7.820269799999998),0.4093808691474922,6.262607454415986
-3.3329832,114.5750244,35204,352,POINT (114.57502439999999 -3.3329832000000006),4.03823444427516,1.0531436844460207
-3.3061627,114.6095401,35105,351,POINT (114.6095401 -3.3061627),2.577100436491641,0.5941650358663215
-3.3219506,114.6348854,35006,350,POINT (114.63488539999999 -3.3219506),2.7686756964793227,0.9299799019661853
-3.3232999,114.6369174,35007,350,POINT (114.6369174 -3.3232999),2.9483972665879623,1.183946726092038
-3.3216583,114.6341817,35004,350,POINT (114.6341817 -3.3216583),2.7038600588397355,0.8473629686039663
-3.3053437,114.6173951,35104,351,POINT (114.6173951 -3.3053436999999994),2.7530889804405656,1.1220657525425008
-3.3332493,114.5750479,35205,352,POINT (114.57504789999999 -3.3332492999999994),4.0388244643263125,1.068056219681523
-0.022787,109.2803978,32408,324,POINT (109.2803978 -0.022787),19.86174275892353,10.393173513051067
-0.0216661,109.2800625,32402,324,POINT (109.28006249999999 -0.0216661),19.974194311202574,10.492492379619263
-0.0214636,109.2803362,32403,324,POINT (109.28033619999998 -0.0214636),19.967412473594916,10.47944400323119
-0.0226021,109.2803326,32401,324,POINT (109.2803326 -0.0226021),19.88108284184856,10.410434433530119
0.5422673,123.0849746,40707,407,POINT (123.0849746 0.5422672999999999),2.72093361095291,1.0301991490900624
0.5429605,123.0847938,40708,407,POINT (123.0847938 0.5429604999999998),2.6589767962818622,1.0294865099399153
0.5424066,123.0856879,40705,407,POINT (123.0856879 0.5424066),2.6754366293483005,1.1110954745100532
0.5430067,123.0885067,40702,407,POINT (123.08850670000001 0.5430066999999998),2.5078284822114623,1.4319141674005385
-0.9230182,100.3757289,4002,40,POINT (100.3757289 -0.9230181999999998),0.9731685776926263,8.28570725795368
-0.9225424,100.3758238,4005,40,POINT (100.37582379999999 -0.9225423999999997),0.9739877295835047,8.294862158884088
