latitude,longitude,hhid,wilcah,distance_to_road_m
-5.4303716,105.2473306,13502,135,3.502987947047159
-5.4475597,105.2607403,13101,131,45.097867804965304
-5.4304161,105.2475022,13503,135,1.2529734313586582
-5.4303983,105.247828,13506,135,0.21158702945471752
-3.3335042,114.5747587,35206,352,18.035032232976544
3.5407923,98.688901,3206,32,4.745396628083354
3.5419753,98.6889689,3203,32,21.813701081100696
-7.9135124,112.1318868,25302,253,10.747078922926674
-7.9134985,112.131844,25303,253,9.963276603613979
-7.9133604,112.1315373,25301,253,8.19638300313599
-4.5108096,136.8488303,48303,483,15.546780461618004
-4.5097736,136.8486135,48308,483,11.525012788296074
-4.5106484,136.8491829,48302,483,5.764474183847208
3.5409603,98.6887187,3210,32,1.862757563235809
3.5916342,98.6726441,2905,29,39.559671110107935
3.592468,98.6733843,2904,29,20.30473454651811
3.5925785,98.6728907,2907,29,73.86897562368053
0.8573607,127.3368261,46210,462,2.731623838653487
-1.6390676,103.5749342,7707,77,15.423753237740097
-6.7760842,108.5848302,20409,204,13.19893748735101
-6.8503138,108.5595878,20502,205,38.88689196730967
-6.8505092,108.559219,20509,205,1.0661557414108516
-6.8506863,108.5592003,20507,205,18.629263153501697
-7.0822985,108.7186294,20209,202,0.7122596906412719
-1.7032634,103.4517117,7209,72,15.26286916156228
-1.7022617,103.4518067,7208,72,0.6633560476398552
-1.7019431,103.4519917,7210,72,17.42069161344648
3.6223483,98.6730137,3008,30,2.1670302969765296
3.62229,98.6728568,3001,30,14.859665546792984
-1.7018482,103.4517539,7204,72,4.74654230498268
-1.7011839,103.451124,7203,72,48.14529242599251
-1.701927,103.4517562,7206,72,3.4689395928497784
-5.4305495,105.2474082,13504,135,12.825904717536913
-5.4300481,105.247387,13510,135,32.71769876109176
-7.0824209,108.7190444,20205,202,7.019283333947758
-7.0824705,108.7187738,20208,202,9.603666550809372
-6.1713416,106.8531245,15010,150,1.1547586468653608
-6.1708411,106.8539444,15009,150,33.67392746176745
-6.1711978,106.8525864,15007,150,21.381300772862712
-6.8504758,108.5589035,20505,205,4.659666040749802
-6.8509779,108.5587289,20508,205,12.114941123538324
-6.8507457,108.5592112,20503,205,24.727046761030405
0.5536601,123.0300286,40907,409,0.16345092333386485
0.5518619,123.0317984,40905,409,3.5807664654032676
-7.0823541,108.7186216,20201,202,5.228577691995792
-7.0823769,108.7187377,20203,202,1.5756473864106386
-7.0823019,108.7187281,20207,202,5.4110494194373295
-5.4804822,105.3202036,13201,132,51.57241171559493
-5.4800751,105.3200841,13210,132,29.283847033009764
-5.4800536,105.3196793,13209,132,47.69192525563653
3.6230276,98.6726386,3010,30,36.55491746617131
3.5387421,98.6888994,3205,32,4.597235647201192
3.535131,98.6201456,3101,31,27.507141974035374
3.5356803,98.6197253,3105,31,0.7010861357051223
3.5359821,98.6206035,3109,31,32.34894298605752
3.5359168,98.6204656,3110,31,17.44560366433133
-1.6365808,103.5465591,7804,78,0.584826252149384
3.5195347,98.6322182,2802,28,5.9449133402343755
3.5192779,98.6305084,2803,28,0.7827511663312877
3.5415283,98.6888955,3207,32,4.256375892963826
3.5381909,98.6887043,3209,32,0.5948089752135073
3.5919559,98.6727591,2901,29,42.43243347861393
3.5919067,98.6726883,2902,29,33.803795311706345
3.5921785,98.6728,2910,29,56.452072964765584
3.5922972,98.6731076,2909,29,43.796360193244084
3.5354702,98.6201819,3104,31,39.70898095465567
3.5359007,98.6205339,3107,31,25.122111097754086
-7.081932,108.7186769,20210,202,10.564127354498723
-8.1591623,115.1143866,29410,294,29.22756425905954
-8.1591965,115.1143985,29408,294,28.033082399307048
-8.1552193,115.1070186,29409,294,12.645267239804124
-7.8125681,112.0413259,25107,251,28.865770581792397
-7.8124868,112.041342,25108,251,35.58936788630641
-7.8121215,112.0415177,25109,251,9.192304304849747
-7.8126096,112.0407561,25103,251,4.23713057547529
-5.4813719,105.3194608,13202,132,95.84912603197364
-5.4806463,105.3194244,13206,132,100.36162108620623
-6.1709873,106.8532038,15006,150,32.04662208618167
-6.1709867,106.8539083,15001,150,19.274332868440958
-6.1710534,106.8526554,15002,150,29.421788914832312
-6.1654017,106.8283705,14903,149,1.1449930748404025
-6.1650084,106.8282776,14906,149,10.216002175234316
-6.1655543,106.8283211,14904,149,18.39518243694846
-6.1654512,106.8287622,14909,149,5.008017630150558
-6.1649962,106.8281726,14910,149,1.4460306416489683
-6.1654321,106.8287873,14902,149,2.73346582556884
-1.7797329,103.3305003,7003,70,9.429392477299073
-1.7812404,103.3311201,7004,70,62.90903185746862
3.5421367,98.6889738,3201,32,20.294262062965213
3.5423536,98.6887098,3208,32,9.064867961968039
3.5386484,98.688581,3204,32,38.69142177777055
3.5402968,98.6886399,3202,32,0.9336516453213768
3.5920414,98.6729475,2903,29,50.58854767636617
3.5917911,98.6725039,2908,29,16.315722001127835
3.5929625,98.6731928,2906,29,41.40032149635409
3.5351117,98.620295,3102,31,39.81831009634329
3.535661,98.6197616,3103,31,4.836480817198291
3.6222023,98.6728657,3002,30,13.261063336783332
3.5360584,98.6206026,3108,31,31.26582587794326
3.5360663,98.6206075,3106,31,31.7021929403514
3.622429,98.6726167,3006,30,41.1559944656823
3.6219611,98.6731014,3009,30,14.602997443906267
-0.8126625,103.4631384,7407,74,5.568612914012159
-0.8128926,103.4617971,7409,74,44.86280904415188
-0.8126471,103.4630434,7401,74,0.9635954014332896
-0.8126272,103.463039,7403,74,1.3004425791758814
-0.8131851,103.4619135,7404,74,36.42716156142795
-1.6575163,103.3213509,7110,71,20.24471357094065
-5.4804651,105.3199645,13203,132,66.43149880806827
-5.4809268,105.3193654,13204,132,98.44635195878577
1.350847,109.062801,31804,318,11.472427336898306
1.3503881,109.0623516,31805,318,13.132640200380505
1.3502924,109.0622467,31806,318,18.993441151424353
1.3512455,109.0629062,31807,318,2.4526868729232607
1.3526469,109.0636429,31801,318,9.30421780921461
-3.3054338,114.6173373,35103,351,0.9421876240936814
-3.3135131,114.5856656,34910,349,9.869423199244885
-3.3049303,114.6102512,35110,351,0.9630920497484565
-3.3146952,114.5850944,34903,349,27.360797590160537
-3.3060218,114.6089102,35101,351,5.139147535048053
-3.3071539,114.608404,35102,351,2.3995971096543043
0.8831093,127.3223072,46507,465,35.28850706132941
-3.3263361,114.5792191,34801,348,1.6550075430699405
-3.3255924,114.5789306,34810,348,5.102684769143949
-3.3263645,114.5793574,34803,348,0.06681888940214042
-3.3132893,114.5865279,34906,349,7.112683764512433
-3.3134452,114.5859423,34908,349,8.541187927635413
-3.3139793,114.5853729,34909,349,1.4986380589227353
-6.7803486,108.2611095,20702,207,16.851225470554272
-6.7793503,108.2607503,20705,207,15.96563848790309
-6.7805635,108.2620108,20710,207,18.58711405720717
-8.5273683,115.2110189,28901,289,24.62152540570519
-8.5271126,115.2142856,28902,289,95.95267482038085
-8.528509,115.212153,28903,289,4.734064801497954
-8.771981,115.1739896,28701,287,32.09822140002716
-8.7716115,115.1748164,28702,287,9.601850407078551
-8.7858515,115.1654102,28703,287,15.80177515981271
-8.8292154,115.1588612,28801,288,1.9323884724874734
-8.8293433,115.1590479,28802,288,10.188022595845911
-8.8293684,115.1591299,28808,288,0.9474851679520644
-3.3141004,114.585172,34901,349,7.323595185780331
-3.3140691,114.5868798,34907,349,19.48036800218848
-3.3263992,114.5793116,34804,348,4.371418990228461
-3.3264786,114.5793971,34806,348,12.021053747115534
-3.3263934,114.5790661,34805,348,3.2726375631986446
-3.3264724,114.5790307,34809,348,1.1700603919882273
