latitude,longitude,hhid,wilcah,geometry,count_electric_power_plant_within_1km,count_refinery_within_1km,count_port_within_1km,count_oil_n_gas_within_1km,count_other_within_1km,count_mine_within_1km,count_mineral_processing_plant_within_1km,count_smelting_plant_within_1km,count_electric_power_plant_within_3km,count_refinery_within_3km,count_port_within_3km,count_oil_n_gas_within_3km,count_other_within_3km,count_mine_within_3km,count_mineral_processing_plant_within_3km,count_smelting_plant_within_3km,count_electric_power_plant_within_5km,count_refinery_within_5km,count_port_within_5km,count_oil_n_gas_within_5km,count_other_within_5km,count_mine_within_5km,count_mineral_processing_plant_within_5km,count_smelting_plant_within_5km,count_electric_power_plant_within_10km,count_refinery_within_10km,count_port_within_10km,count_oil_n_gas_within_10km,count_other_within_10km,count_mine_within_10km,count_mineral_processing_plant_within_10km,count_smelting_plant_within_10km,distance_to_closest_electric_power_plant_km,distance_to_closest_refinery_km,distance_to_closest_port_km,distance_to_closest_oil_n_gas_km,distance_to_closest_other_km,distance_to_closest_mine_km,distance_to_closest_mineral_processing_plant_km,distance_to_closest_smelting_plant_km
-1.3759512,102.1671535,7604,76,POINT (102.16715349999998 -1.3759511999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.57273791959467,618.2257906101942,167.00861014785633,153.20588743368177,108.28669744194794,47.890224127752134,194.83993994293468,607.2140952104434
-7.1475738,108.0403491,19710,197,POINT (108.04034909999999 -7.147573799999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.885785865882685,117.6314369718287,76.5450113405789,94.43948051632468,40.2825884451703,172.7512132454556,64.00969884432754,205.23280572811876
-7.1491612,108.0396848,19701,197,POINT (108.0396848 -7.1491612),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.95959948620533,117.78752541777779,76.71547071598643,94.63222225887631,40.2541638804542,172.7375092425089,64.19462924348187,205.2605379659795
-3.4182355,114.8258711,34307,343,POINT (114.82587110000001 -3.4182354999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,483.0995557934106,489.91144053765044,31.4839763488106,274.1773551633888,5.476066871343429,28.398662285423143,143.3188485592936,97.32883076657394
-3.4177393,114.8258122,34308,343,POINT (114.8258122 -3.4177392999999996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,483.1442492558198,489.8711231237699,31.460101509988117,274.17920776169433,5.519792053115549,28.381083106547493,143.31909065142392,97.334245693934
-3.4178199,114.8257666,34309,343,POINT (114.8257666 -3.4178199),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,483.133926903714,489.88135886568045,31.458153113634637,274.18502529889656,5.509475146438702,28.389492764616822,143.32515157145056,97.33950389934976
-8.6633076,116.1405113,29610,296,POINT (116.1405113 -8.6633076),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.562314997845575,708.831092830467,72.36037539232656,13.127246941110405,25.21282193039992,88.12858713720391,202.42192247099024,87.81674335991131
-4.4091848,119.6301111,41605,416,POINT (119.6301111 -4.4091848),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.977517011001089,96.95247817644808,83.66234364361617,83.56082700151961,128.62940116262737,267.73925646185836,42.4006902708002,139.48550258338742
-4.4091951,119.6301016,41603,416,POINT (119.63010159999997 -4.4091951),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.978676003826033,96.9540050408831,83.66093212184272,83.5594779042191,128.6308896925986,267.7404946736401,42.39950269884208,139.48479218899797
-0.6531981,100.7614779,4204,42,POINT (100.7614779 -0.6531980999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.940603845015375,772.4206388060251,57.97180219510771,155.35587131406638,48.939044829985086,137.37039073521825,46.08086532711118,469.4095904985265
-0.6544018,100.761395,4201,42,POINT (100.761395 -0.6544018),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.07090502112746,772.5293763463505,57.87615783624071,155.42586459076082,48.80498525194743,137.295825907923,45.97923966205214,469.53411886603277
-1.3745049,102.1685403,7609,76,POINT (102.16854029999999 -1.3745049),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.76093771187116,618.23904234188,166.87222760534493,153.06487920773782,108.48596592764633,48.05619708599066,194.9502614950008,607.1512527754103
-1.3774587,102.165594,7606,76,POINT (102.165594 -1.3774587),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.36436934487367,618.220693388514,167.16358482202193,153.35154370785216,108.06712507238743,47.70506234141803,194.71285323154157,607.2733658626727
-1.3795486,102.1648352,7607,76,POINT (102.1648352 -1.3795485999999997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.2275605355513,618.1075237780769,167.22340230178867,153.57245720831827,107.91028087672191,47.60507323358586,194.68837756543425,607.4332980221411
-1.5542581,99.0204984,3309,33,POINT (99.0204984 -1.5542581),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.73347556755706,785.4690626672854,162.63534141980995,373.5884722736682,25.79698703820337,302.9637235225379,174.9598182104912,548.6801268033489
-1.5544616,99.0205513,3310,33,POINT (99.0205513 -1.5544615999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.73915469953496,785.4924704508433,162.6385234427731,373.5936739156185,25.817915880622596,302.95906743689454,174.96314173160613,548.7021845666952
-1.5568449,99.0195552,3304,33,POINT (99.0195552 -1.5568448999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.96365122889452,785.7172507766918,162.84224030785438,373.81431713370824,25.94588096540343,303.0842477116658,175.16808336201092,548.9763020671254
-7.8464549,112.5277016,28306,283,POINT (112.52770159999999 -7.8464549),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.59784829509675,561.0608615399173,76.44433774752,77.69974961202973,79.0772884343155,499.556835682385,25.271111587319457,80.03243515352602
-7.9026581,112.5653986,28405,284,POINT (112.56539859999998 -7.902658099999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0609725849614,567.1906035259824,81.42912942218013,74.97280986526069,84.85189146273952,493.92704610804475,27.258233966180146,85.80003204841435
-7.9026349,112.565236,28406,284,POINT (112.56523599999998 -7.9026349),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.055718667498105,567.1727402813777,81.43074482314202,74.9895933572344,84.85090956862888,493.9452383585118,27.266010694731396,85.7990813196904
-7.9019438,112.5655589,28407,284,POINT (112.5655589 -7.901943800000001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.141303385316206,567.1791235336,81.34689883163908,74.93457134319064,84.77034341229377,493.92922233482574,27.181379361925906,85.71846595752429
-7.8461082,112.5275215,28302,283,POINT (112.52752149999999 -7.846108200000002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.63043999778361,561.0286422294233,76.41316778440557,77.71281944094731,79.04174764974098,499.586075397231,25.26099692623127,79.99692297363649
-7.8461866,112.5275889,28304,283,POINT (112.5275889 -7.8461866),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.62382135538006,561.0387162681878,76.41932600209061,77.70693659341956,79.04934162781896,499.57659018976403,25.261021808593984,80.00450721694186
-7.8462311,112.5273345,28303,283,POINT (112.52733449999998 -7.846231100000001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.611806887508074,561.0138413287399,76.43258180370793,77.73569427257178,79.05850812349885,499.6027282090243,25.2857939120699,80.01370404041411
-4.40899,119.6300083,41609,416,POINT (119.63000830000001 -4.408989999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.955870981033092,96.94930926221046,83.67973202817511,83.57963645501582,128.6145003074934,267.7468231892533,42.422012186936335,139.50987424827625
-4.4089214,119.6298547,41608,416,POINT (119.62985470000001 -4.4089214),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94838434946199,96.95888097677187,83.6819917790578,83.58347771901892,128.61476330403684,267.76236578539766,42.42905489314739,139.52300299205308
-4.4088517,119.63022,41610,416,POINT (119.63021999999997 -4.4088517),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.940230016205632,96.92115057326482,83.70145598618718,83.5997475671321,128.59056537217583,267.72096940306704,42.438297329047195,139.51615738847892
-7.1488016,108.039556,19702,197,POINT (108.03955599999999 -7.1488016000000005),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.973404384470802,117.744958393053,76.70080689437387,94.60137613965657,40.28718982651845,172.7111103667516,64.17230177731389,205.22754475015114
-7.1058585,107.9719124,19602,196,POINT (107.97191239999998 -7.1058585),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.383070271396893,111.48876858967994,79.88984104782485,93.73605171740772,47.42985761416063,164.05619561782567,65.77295377483766,196.29271258849525
0.6306833,122.9758966,40004,400,POINT (122.9758966 0.6306832999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.9462685418753,213.57476317101774,16.656068530989977,16.656068530989977,28.990277853206987,145.3109526832251,395.9294080935939,340.43346214118895
0.6297291,122.9761451,40002,400,POINT (122.97614510000001 0.6297290999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.95411858734312,213.47624009517642,16.5536657434858,16.5536657434858,28.918993854603293,145.26520331492105,395.83236251575187,340.35914250984916
0.6292846,122.976135,40001,400,POINT (122.976135 0.6292846),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.9710634089931,213.42753636302402,16.51420275307745,16.51420275307745,28.898490752596572,145.25771303498917,395.7839411715612,340.31693814119546
0.62988,122.977349,40003,400,POINT (122.97734899999999 0.6298799999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.82179699706347,213.51962383704068,16.48937232024158,16.48937232024158,28.805762208485973,145.13615489534246,395.8794935781558,340.44587233444963
0.3264146,109.2923861,32007,320,POINT (109.2923861 0.3264146),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.42948813804696,738.7181345709272,38.55108904899547,38.55108904899547,41.94744596580975,30.98100891173555,103.93528456798802,158.40465032587298
0.4673236,121.9530842,40402,404,POINT (121.95308419999999 0.4673236),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.1906833477299,203.84176893782123,123.65161563841549,123.65161563841549,11.737980174754824,257.03865875335237,344.17755536879605,277.13440204112493
1.5182327,124.9168091,38604,386,POINT (124.91680909999997 1.5182327000000002),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31.16476525067896,402.38329345591313,234.9612907991863,32.3803875835805,83.33274581687282,2.761100226099034,439.6510229601537,279.02485639182197
0.5548164,122.8898452,39908,399,POINT (122.88984520000001 0.5548164),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.77934806104412,203.52586448808668,19.944955055619282,19.944955055619282,35.892503816218046,153.5936539033617,385.58202882125886,328.1644279846398
0.5548717,122.8898032,39907,399,POINT (122.88980319999999 0.5548716999999997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.78164661985937,203.5311750513679,19.951047432399317,19.951047432399317,35.897876418916994,153.59897925624537,385.58706174835817,328.1671490667942
-1.9236126,100.8992816,3607,36,POINT (100.89928160000001 -1.9236126),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.895633689728456,684.9321636152708,118.6131053309225,245.7836989846535,34.28982640679544,109.65500194177002,118.7481570634456,609.3529027616767
-1.9230985,100.899284,3610,36,POINT (100.899284 -1.9230985000000007),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.85051991051265,684.9647600637148,118.56349754252808,245.7339290279027,34.29488793410082,109.62476458075733,118.69584182065654,609.2977467725734
-0.6577539,100.5906276,3701,37,POINT (100.59062759999999 -0.6577538999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.91325001866179,762.9446786500556,45.082546616514755,172.66849412120294,49.64282644991265,152.5870179818969,34.911819043428174,464.3483814791769
-0.6580983,100.5900474,3708,37,POINT (100.59004739999999 -0.6580983),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9860726561767,762.9445680532767,45.01536873075857,172.74319189473374,49.622217662285934,152.6201291139924,34.851645157254424,464.3676599256735
-0.6601402,100.5905025,3709,37,POINT (100.59050249999999 -0.6601402),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.003660165597665,763.165800102337,44.851792957707396,172.79225198859623,49.38950236034956,152.45353514806433,34.66129354330478,464.60017995335113
-1.9236579,100.8994119,3603,36,POINT (100.89941189999999 -1.9236578999999994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.89061651876173,684.9173851528726,118.62467359305212,245.78084214986217,34.27491821464539,109.64529617236681,118.7586114821348,609.3616016092512
-1.9236911,100.8994077,3605,36,POINT (100.89940769999998 -1.9236911000000003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.89381040899977,684.9156492233658,118.62765422246333,245.78428092008474,34.275043383615426,109.64763336112597,118.76180880008084,609.3650445338848
0.455912,121.9370853,40208,402,POINT (121.93708530000002 0.455912),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.24529900977495,203.28288359053835,125.4848763631628,125.4848763631628,13.704033500629453,258.78681671321465,342.602074676264,275.45644291320843
0.4557085,121.9366369,40205,402,POINT (121.93663689999998 0.4557085),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.2994506539225,203.2796260928764,125.535806833133,125.535806833133,13.748962919254536,258.83620284952826,342.5707519714314,275.4220597185151
0.4553813,121.9364521,40207,402,POINT (121.93645209999995 0.4553812999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.3290007717664,203.25300200821997,125.55808488664685,125.55808488664685,13.790785725659939,258.8559431306247,342.5312039732751,275.38165732442104
0.455904,121.9374204,40206,402,POINT (121.9374204 0.455904),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.20958716329625,203.26868902859445,125.44765677935244,125.44765677935244,13.685865657287072,258.74950294179416,342.6079615574033,275.46488556676536
1.518745,124.9175433,38603,386,POINT (124.91754330000002 1.5187449999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31.24616046247639,402.47955007902607,235.06035190405973,32.31650496905582,83.41742652882363,2.8585197145956625,439.643408341576,278.9428440029699
1.5188582,124.9172605,38602,386,POINT (124.91726049999998 1.5188581999999995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31.247324536444495,402.46894758322304,235.03873404127134,32.35019631720959,83.41657663250818,2.846392807695795,439.673100357378,278.9742639065588
-1.9236663,100.8999215,3604,36,POINT (100.89992149999999 -1.9236663),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.856264250322695,684.87035984736,118.65359962136506,245.75338025044724,34.218345025190494,109.59748711560955,118.78230252280204,609.37749595653
-0.6641225,100.5907015,3710,37,POINT (100.59070149999998 -0.6641224999999997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11877026494317,763.5580869390892,44.49246303527187,172.95832064353985,48.95533615976363,152.19345342388215,34.26147928470195,465.03278159934865
-0.6601141,100.5887803,3707,37,POINT (100.58878029999998 -0.6601140999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.185987397742036,763.0652394413864,44.75032126776624,172.9651417195217,49.441698972297175,152.61580408321475,34.59035895823852,464.5451691027065
-0.6591288,100.59053,3703,37,POINT (100.59052999999999 -0.6591288),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.967656127279536,763.0706236412246,44.94800588652252,172.74234028454126,49.497578937895675,152.5124473331211,34.76635244853788,464.4926821879181
-0.6589984,100.5903687,3704,37,POINT (100.5903687 -0.6589984),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.980618354493075,763.0489634558394,44.950467161034176,172.75257794626023,49.516199385915094,152.53541750490953,34.77283758840077,464.47382013815474
-1.9237965,100.8977126,3601,36,POINT (100.8977126 -1.9237964999999997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.020053635519,685.0635733199614,118.54449597311533,245.8885698071709,34.46187312198467,109.81449787379442,118.69677405636611,609.3265352547293
-6.1775906,106.9020578,16501,165,POINT (106.90205779999998 -6.1775905999999985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,1,1,0,0,3,0,8.481221401353487,25.379475130821017,8.348932414571996,8.348932414571996,17.745866224587232,65.60508052984186,1.631060708325691,49.72238663010539
-6.1775427,106.9021127,16504,165,POINT (106.90211269999999 -6.177542700000001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,1,1,0,0,3,0,8.479257708382145,25.37744319386603,8.34784895893816,8.34784895893816,17.75008659141992,65.6129624059277,1.635200518829401,49.72887566947306
-6.1775226,106.9020329,16503,165,POINT (106.90203289999998 -6.1775226),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,1,1,0,0,3,0,8.47318370270214,25.37142911550079,8.341056399194681,8.341056399194681,17.740937239343754,65.60978500908622,1.6390593908585154,49.72018200177408
0.467233,121.953935,40407,404,POINT (121.95393500000002 0.467233),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.10202404073175,203.79931844100474,123.55735200159316,123.55735200159316,11.705497752412379,256.9437033763899,344.18523442948185,277.14874840197695
0.4663826,121.9520414,40405,404,POINT (121.9520414 0.4663826),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.33036586206293,203.7841019131891,123.77159719149297,123.77159719149297,11.88340265532231,257.15179266454777,344.0530898354676,277.0035840030936
0.4665891,121.9494459,40408,404,POINT (121.9494459 0.4665890999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.6028942224867,203.90672254375818,124.05943534335653,124.05943534335653,11.99483714595957,257.44124612652337,344.0222583699498,276.9525775200067
0.4663036,121.9515663,40406,404,POINT (121.9515663 0.4663036),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.3836938317138,203.79433947546656,123.82478405077013,123.82478405077013,11.914962854175759,257.2044186475375,344.0346505334593,276.9816487614999
-6.1429701,106.9055728,16309,163,POINT (106.90557280000002 -6.142970100000001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,3,0,5.518919371771125,22.194801546709602,5.880186243972091,5.880186243972091,17.379059755357332,69.04650730759748,4.4462878309666385,50.543139895673384
-6.1429685,106.9055725,16310,163,POINT (106.90557249999999 -6.1429684999999985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,3,0,5.518765880293323,22.19463217534817,5.880063994993546,5.880063994993546,17.379011508760918,69.04663946504994,4.446466939226839,50.54313355300224
-6.1430949,106.9054663,16305,163,POINT (106.90546630000001 -6.1430948999999995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,3,0,5.521027693141562,22.20031174499772,5.877429996303417,5.877429996303417,17.368419629364833,69.02833368979122,4.437569802254848,50.529336963876055
0.4982868,121.8298658,40308,403,POINT (121.82986579999996 0.4982868000000001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.57573801590655,212.1742876660954,137.2860446253152,137.2860446253152,20.188654847507028,270.863546826359,345.307774422027,277.34072416778776
0.4987379,121.8298217,40307,403,POINT (121.8298217 0.4987378999999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.5681892359691,212.22228528060575,137.29052290511243,137.29052290511243,20.17569569482571,270.8704276254644,345.35674710669315,277.38887516714533
0.4990289,121.8298075,40305,403,POINT (121.82980749999999 0.4990289),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.5617856218506,212.25261510475892,137.29183548136206,137.29183548136206,20.165910903552298,270.8732863628738,345.38856941569423,277.4202617900748
0.4992832,121.8297185,40306,403,POINT (121.8297185 0.4992832000000002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.5644585423383,212.28252567536575,137.30151456877516,137.30151456877516,20.165399209657476,270.88430707072536,345.4151407473265,277.4459464057629
3.0244842,99.7204183,1702,17,POINT (99.72041829999999 3.0244841999999994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.239073994505,382.636454398047,47.93802733679337,141.35408894118785,143.6747424475275,183.28520389560157,387.66527678474097,47.24201482925049
-3.8573826,119.8007089,41906,419,POINT (119.8007089 -3.8573826),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.274719871758514,60.53864926860516,148.11059521639135,147.88028808725608,65.36023054526505,227.0236821543812,105.96699177285231,168.20302613793874
-3.8572143,119.8034432,41905,419,POINT (119.8034432 -3.8572143),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.541218953316907,60.23744330674225,148.21873761176508,147.9745336262654,65.1809067777434,226.7762295929945,106.04478967301227,167.8986133132942
-3.856997,119.800582,41904,419,POINT (119.80058199999999 -3.8569969999999993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.286191637329814,60.55680933374471,148.14752560418768,147.9184411480443,65.33160361080485,227.00738884626844,106.00646471274037,168.21708151243456
-3.8584337,119.8017332,41908,419,POINT (119.8017332 -3.858433699999999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.30759127336299,60.41410200920691,148.03231467017403,147.79515856033302,65.39780273078728,227.00970320920908,105.87411450877435,168.08925149442967
1.1368986,127.4697647,45701,457,POINT (127.4697647 1.1368986000000003),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.03302595015595,604.5283829249504,40.776844357795916,40.776844357795916,23.069330833033412,22.998419483856626,297.7962259985524,44.175867941010765
1.1371009,127.4698494,45703,457,POINT (127.46984939999999 1.1371009),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.04144341962467,604.5467492523247,40.80090605237976,40.80090605237976,23.059902046102987,22.988448110363784,297.81892705230445,44.1546041215272
1.1373176,127.4697547,45706,457,POINT (127.4697547 1.1373175999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.02984048484745,604.5478810585606,40.822070325856636,40.822070325856636,23.070468366490584,22.998427505618896,297.8428481598381,44.12940665085839
1.1377896,127.4694428,45705,457,POINT (127.4694428 1.1377895999999998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.9928270306178,604.5397879720675,40.86557708147393,40.86557708147393,23.1053290726237,23.032009553103446,297.89472868830654,44.07315594683281
1.1367102,127.4703286,45709,457,POINT (127.4703286 1.1367102000000002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295.0966712517978,604.5755585536215,40.77047436280802,40.77047436280802,23.006577636607453,22.93619469375073,297.77646276817484,44.20409086016748
